PRESIDENT_NAME,STORAGE_ITEM,FROZEN_AREA,RNUM,COMPANY_NAME,FROZEN_WING_COUNT,GENERAL_WING_COUNT,GENERAL_AREA,COMPANY_TEL,COMPANY_ADDRESS,WARE_NO,STORAGE_AREA
윤성원,,,911,㈜에이치에스씨푸드,,,,,경상남도 사천시 구실3길 18(이홀동),2021T64800000430,
임성호,,,912,제때 청원센터(HT),,,,042-740-1232,세종특별자치시 부강면 부강외천로 340,2022A56900001072,
조소현,,,913,주식회사 세종위드윈,,,,010-7405-5015,세종특별자치시 연동면 새말다복동길 18-27,2022A56900001145,
배영미,,,914,(주)일영이푸드,,,,,부산광역시 기장군 정관읍 산단7로 65,2022A62600000826,
"신영수, 민영학",,,915,씨제이대한통운(주) 부산스타벅스센터,,,,010-4070-4906,부산광역시 강서구 미음국제2로 59(미음동),2022A62600001393,
정경수,,,916,MJ물류,,,,01035381144,대구광역시 북구 사수로 559(팔달동),2022A62700001077,
오대용,,,917,대건유통,,,,"053-583-7069,010-3130-7068",대구광역시 달성군 다사읍 세천북로14길 54-14,2022A62700001202,
장용서,,,918,(주)서정인터내셔날 인천물류센터,,,,,"인천광역시 영종구 운서동  3165-8, G1블럭",2022A62800000526,
이건일,,,919,씨제이프레시웨이주식회사 인천유통가공센터,,,,032-456-7230,인천광역시 계양구 아나지로 495(서운동),2022A62800001476,
전제훈,,,920,한성로직스 주식회사,,,,01032953819,"경기도 용인시 처인구 중부대로1576번길 16, 지하1층, 지상1층 (마평동)",2022A64100000008,
백석호,,,921,(주)디에프원,,,,031-675-7755,경기도 안성시 양성면 양성로 389,2022A64100000048,
오영석,,,922,주식회사 유진로지스틱스,,,,02-2206-1654,경기도 용인시 처인구 양지면 중부대로 2465(지하4층),2022A64100000069,
전종수,,,923,(주)나모지엘에스,,,,031-672-9404,"경기도 안성시 죽산면 송문주로 219-2, 리치로지스 1센터",2022A64100000159,
김민정,,,924,엘에프푸드 이천물류센터,,,,031-693-5386,"경기도 이천시 호법면 덕평로 385, 지하1층",2022A64100000211,
박기성,,,925,주식회사 휴먼이음 일죽센터,,,,031-8000-9777,"경기도 안성시 일죽면 사실로 161-41, 일죽냉동 3층",2022A64100000438,
권기범,,,926,(주)케이씨로지스틱스,,,,031-339-6942,경기도 용인시 처인구 양지면 중부대로 2453-36(4층),2022A64100000451,
김진수,,,927,주식회사 진성비에프,,,,031-333-0261,경기도 용인시 처인구 이동읍 덕성산단2로6번길 31,2022A64100000476,
한선태,,,928,(주)프라자로지스,,,,031-8097-7000,경기도 용인시 처인구 남사읍 경기동로 55,2022A64100000623,
이영일,,,929,(주)어울림로지스,,,,031-665-9519,경기도 평택시 서탄면 서탄2로 129,2022A64100000653,
박성순,,,930,동원로엑스(주) 부발센터,,,,031-694-8083,경기도 이천시 부발읍 중부대로1928번길 20,2022A64100000668,
이정택,,,931,골드플레이트,,,,010-3947-1842,경기도 평택시 청북읍 백봉길 182,2022A64100000776,
한채양,,,932,(주)이마트,,,,031-8097-1701,"경기도 용인시 기흥구 고매로 80, 지하 2층, 지상 1층 (고매동)",2022A64100000794,
김현석,,,933,(주)제이오피엔피,,,,010-3882-0073,경기도 용인시 처인구 양지면 중부대로 2465,2022A64100000883,
정정락,,,934,(주)청백에프에스,,,,031-631-2692,경기도 이천시 호법면 중부대로714번길 166,2022A64100000914,
장준수,,,935,GS네트웍스 곤지암센터,,,,031-8011-0465,경기도 광주시 곤지암읍 신대길 134-14,2022A64100001071,
유인철,,,936,㈜한익스프레스,,,,031-336-2278,경기도 이천시 모가면 공원로 134,2022A64100001083,
류석춘,,,937,비비큐 중앙물류 센터,,,,010-6553-0977,"경기도 광주시 도척면 도척로 401-85, 지3층",2022A64100001086,
허능구,,,938,국제물류,,,,010-7761-2020,경기도 파주시 재두루미길 360-10(신촌동),2022A64100001123,
김종근,,,939,상록물류,,,,010-8639-8822,경기도 용인시 처인구 양지면 식금로45번길 45,2022A64100001156,
정권희,,,940,청솔냉동(주),,,,031-944-0748,"경기도 파주시 조리읍 매봉재길 89, 청솔냉동(주)",2022A64100001263,
채성원,,,941,주식회사 이랜드리테일,,,,010-3254-3521,"경기도 오산시 오산로 149, 지하 2층 B103-2, B101-4호 (오산동)",2022A64100001290,
최연식,,,942,디지알로지스,,,,010-2703-1938,"경기도 성남시 중원구 둔촌대로457번길 27, 성남우림라이온스밸리 3층 13호 (상대원동)",2022A64100001295,
이동엽,,,943,모두리푸드,,,,1533-4891,"경기도 안성시 일죽면 사실로 161-57, 일죽냉장 2층",2022A64100001340,
이민재,,,944,비지에프로지스 프레시센터,,,,031-895-4840,경기도 광주시 곤지암읍 신대길 134-14,2022A64100001359,
송규종,,,945,삼성웰스토리(주),,,,031-5171-4196,"경기도 오산시 수목원로88번길 33, A동 2층일부,302호,303호, B동 605호,606호 (가수동)",2022A64100001377,
민영학 외 1명,,,946,씨제이대한통운㈜,,,,010-2595-4462,"경기도 군포시 번영로 82, 한국복합물류(주) 복합창고 9동 1층 (부곡동)",2022A64100001464,
이건일,,,947,씨제이프레시웨이주식회사 동탄센터,,,,02-2149-6894,경기도 화성시 동탄구 경기동로 240(장지동),2022A64100001473,
윤진,,,948,에스피씨 지에프에스,,,,031-677-8757,"경기도 안성시 일죽면 초막길 100-2, (주)지디벨로프홀딩스",2022A64100001492,
김영선,,,949,조은축산,,,,010-5261-5534,경기도 광명시 철산로29번길 9(철산동),2022A64100001567,
윤창근,,,950,젤리트리 주식회사,,,,070-7880-2899,"경기도 광명시 일직로 72, 지하동 B동동 (창고)호 (일직동)",2022A64100001569,
유종현,,,951,주식회사 사나바,,,,635-5070,경기도 이천시 부발읍 중부대로2000번길 37,2022A64100001595,
박미진,,,952,천지로지스,,,,010-5068-7820,경기도 평택시 청북읍 백봉길 182,2022A64100001634,
김기회,,,953,주식회사 선덕,,,,010-9427-3532,충청북도 진천군 덕산읍 가신길 33-1,2022A64300000545,
강민우,,,954,프라임로지스 본점,,,,043-716-1188,충청북도 청주시 서원구 남이면 남이외천1길 26-71,2022A64300000920,
윤영국,,,955,(주)지산개발 송악냉동창고,,,,041-355-5957,"충청남도 당진시 송악읍 송악로 854, 지하1층",2022A64400000782,
최인환,,,956,(유)농업회사법인 새림,,,,0634648681,전북특별자치도 군산시 옥산면 산성로 154,2022A64500000012,
박성미,,,957,에스엠,,,,,전북특별자치도 군산시 나포면 외곤1길 32,2022A64500000349,
서병륜,,,958,한국로지스풀(주) 전북지점,,,,063-545-7115,전북특별자치도 김제시 금산면 금평로 313,2022A64500000765,
정종철,,,959,쿠팡광주3신선센터,,,,01043106494,전남광주통합특별시 광산구 평동산단7번로 16-8(연산동),2022A64600000960,
김태국,,,960,거창냉동,,,,010-9250-2291,전남광주통합특별시 목포시 연산로 246(연산동),2022A64600000993,
박동호,,,961,주식회사 더광성물류,,,,010-6551-2788,전남광주통합특별시 광산구 평동산단7번로 21(연산동),2022A64600001148,
강병구,,,962,롯데글로벌로지스 광주GRS센터,,,,010-3640-9728,"전남광주통합특별시 광산구 진곡산단1번로 42, 주2동 (오선동)",2022A64600001311,
정유진,,,963,선진에스씨엠(주)하남센터,,,,010-7726-9732,전남광주통합특별시 광산구 하남산단천변우로 14(도천동),2022A64600001313,
정구천,,,964,신선축산,,,,010-3515-7707,경상북도 김천시 공단2길 21(대광동),2022A64700000011,
유인철,,,965,주식회사 한익스프레스,,,,0548807031,경상북도 칠곡군 왜관읍 삼청5길 50-22,2022A64700001023,
김철환,,,966,(주)HMK,,,,010-9232-4539,"경상남도 진주시 판문로 383, 1층 (판문동)",2022A64800000086,
김상문,,,967,(주)넥스원프레시,,,,055-339-6987(010-3179-1397),"경상남도 김해시 진례면 테크노밸리로 193-28, B동",2022A64800000165,
임성호,,,968,(주)제때 진영물류센터,,,,"070-8853-1155,010-9213-1472",경상남도 김해시 진영읍 본산로 151,2022A64800000859,
로저스해롤드린,,,969,쿠팡창원신선센터,,,,,"경상남도 창원시 진해구 두동로 34, 창원로지스틱스파크 1,3층 (두동)",2022A64800001010,
유인철,,,970,(주)한익스프레스,,,,070-4398-2828(010-2086-2460),경상남도 김해시 진례면 테크노밸리로 193-28,2022A64800001018,
정주현,,,971,고양터염소농장,,,,010-3593-9118,경상남도 함양군 휴천면 송전길 495-34,2022A64800001108,
주식회사 세하에프에스,,,972,주식회사 세하에프에스,,,,055-964-2201,경상남도 함양군 수동면 산업단지길 180,2022A64800001380,
김재현,,,973,오늘식탁 경남센터,,,,070-8803-0054,"경상남도 양산시 물금읍 제방로 245, 5단지 62동",2022A64800001519,
김형건,,,974,농업회사법인(주)혼디축산,,,,064-702-0567,"제주특별자치도 제주시 도리로 70, 4동 (이호일동)",2022A65000000101,
강봉주,,,975,서광축산영농조합법인,,,,064-742-5255,제주특별자치도 제주시 우령서로 18(외도일동),2022A65000000629,
이현일,,,976,(주)제주클래식포크,,,,064-713-2211,"제주특별자치도 제주시 다호길 103, 나동 2.3호 (용담이동)",2022A65000000892,
김영숙,,,977,유한회사 제이팜,,,,064-702-2271,제주특별자치도 제주시 한림읍 일주서로 5530,2022A65000001546,
이성희,,,978,강남물류창고,,,,0325685701,인천광역시 서구 드림로209번길 57 강남물류창고,2022C62800000092,
이진행,,,979,(주)켐허브탱크터미널 제2사업장,,,,0522603181,울산광역시 남구 매암로 16 (매암동),2022C63100000158,
권병철,,,980,(주)영원교역,,,,0313566364,경기도 화성시 남양읍 주석로325번길 9 (북양동 562-18),2022C64100000233,
정동오,,,981,㈜제이앤피글로벌,,,,0316825436,경기도 평택시 청북읍 서해로 1575-52 (주)태영산업물류,2022C64100000242,
류주환,,,982,㈜케이씨티시 화성물류센터,,,,023100672,경기도 화성시 장안면 매바위로366번길 68-23 ㈜케이씨티시 화성물류센터,2022C64100000243,
최지호,,,983,(주)이룸켐앤텍,,,,0437507926,충청북도 음성군 금왕읍 유촌산단로 46 (주)이룸켐앤텍,2022C64300000212,
임영규,,,984,신영케미칼,,,,0544747686,경상북도 구미시 고아읍 선황로 383 신영케미칼,2022C64700000008,
김진호,,,985,(주)인성티티 양산지점,,,,0557855189,경상남도 양산시 산막공단남4길 27 (주)인성티티 양산지점,2022C64800000153,
이석필,,,986,서부산물류창고,,,,0553649886,경상남도 양산시 어실로 466 서부산물류창고,2022C64800000174,
최종문,,,987,일성창고(주),,,,0553882300,경상남도 양산시 유산공단4길 88 (유산동),2022C64800000189,
박진성,,,988,제기센터,,,,070 42549115,서울특별시 동대문구 왕산로19마길 16(B101호 제기동),2022F61100001410,
신영수 외 1명,,,989,씨제이대한통운 주식회사 부산스타벅스센터,,,,,"부산광역시 강서구 미음국제2로 59(엘스퀘어 미음 물류센터 창고시설 1, 2, 3층 미음동)",2022F62600000316,
한명수,,,990,세중해운 주식회사,,,,070 77075887,인천광역시 영종구 공항동로296번길 98-11(B동 1층 130호 운서동),2022F62800001283,
이건일,,,991,씨제이프레시웨이주식회사인천유통가공센터,,,,032 456 7230,인천광역시 계양구 아나지로 495(1층 서운동),2022F62800001349,
전종수,,,992,(주)나모지엘에스,,,,0514417522,경기도 안성시 죽산면 송문주로 219(지하1층 102호),2022F64100000068,
장석우(CHANG TONY),,,993,한국초저온송산 유한회사,,,,03151839352,"경기도 화성시 만세구 양감면 정문송산로184번길 17(1동 지1층, 1층, 2층)",2022F64100000122,
신영수 외 1명,,,994,씨제이 대한통운 주식회사,,,,,경기도 포천시 군내면 용정경제로1길 83(주건축물제1동 1층),2022F64100000171,
백석호,,,995,(주)디에프원,,,,,경기도 안성시 양성면 양성로 389,2022F64100000177,
박성순,,,996,동원로엑스(주) 부발물류센터,,,,031 634 9319,경기도 이천시 부발읍 중부대로1928번길 20(주비엘씨 물류센터 지1층),2022F64100000189,
김건중,,,997,(주)로운로지스,,,,010 45989455,경기도 평택시 서탄면 수월암2길 107-13(1동 1층),2022F64100000195,
이동엽,,,998,(주)모두리푸드,,,,0316720822,경기도 안성시 일죽면 사실로 161-57(2층 204호),2022F64100000207,
전소정,,,999,(주)본진물류,,,,031 3655796,"경기도 이천시 마장면 서이천로 675(지하1,2층)",2022F64100000244,
조삼열,,,1000,주식회사 엘원,,,,031 631 0181,경기도 이천시 백사면 이여로 501(지하2층),2022F64100000384,
송규종,,,1001,삼성웰스토리오산물류센터,,,,031 228 0744,"경기도 오산시 수목원로88번길 33(3층 A동일부, 6층 B동일부 가수동)",2022F64100000439,
김진수,,,1002,(주)진성비에프,,,,070 88060963,경기도 용인시 처인구 이동읍 덕성산단2로6번길 31,2022F64100000489,
유종훈,,,1003,주식회사 조아,,,,031 684 7480,경기도 평택시 포승읍 이평길 36-3(2동 1층),2022F64100000505,
이민재,,,1004,비지에프로지스 프레시센터,,,,03180279270,경기도 광주시 곤지암읍 신대길 134-14(B2층),2022F64100000585,
송현규,,,1005,(주)위드원,,,,010 93701391,경기도 오산시 수목원로88번길 33(오산Logopolis물류센터 지하1층 일부호 가수동),2022F64100000625,
오영석,,,1006,(주)유진로지스틱스,,,,,경기도 용인시 처인구 양지읍 중부대로 2465(지4층 일부호),2022F64100000634,
배장용,,,1007,(주)은성로지스틱스,,,,0317056800,"경기도 안성시 미양면 개정길 98-22(지하2, 지상1, 3, 4층)",2022F64100000640,
한채양,,,1008,(주)이마트,,,,031 80971701,"경기도 용인시 기흥구 고매로 80(동원물류 고매 농수산물종합유통센터 지하2층, 1층 고매동)",2022F64100000643,
김종근,,,1009,상록물류,,,,010 86398822,"경기도 용인시 처인구 양지면 식금로45번길 45(1,2층)",2022F64100000708,
신영수 외 1명,,,1010,씨제이대한통운(주),,,,031 460 2204,경기도 군포시 번영로 82(한국복합물류주복합창고9동 1층 일부호 부곡동),2022F64100000755,
장준수,,,1011,(주)지에스네트웍스신오산지점,,,,031 80550546,경기도 오산시 수목원로88번길 33(4층 가수동),2022F64100000794,
한선태,,,1012,(주)프라자로지스,,,,031 80977000,"경기도 용인시 처인구 남사읍 경기동로 55(지1,2 지상1~4층)",2022F64100000868,
변경구,,,1013,Hy신갈물류센터,,,,070 42355014,경기도 용인시 기흥구 신수로 178(한국야쿠르트 신갈물류센터 지2층 신갈동),2022F64100000989,
이건일,,,1014,씨제이프레시웨이주식회사 동탄센터,,,,0221496894,경기도 화성시 동탄구 경기동로 240(동탄물류센터 2층 일부호 장지동),2022F64100001348,
김영애,,,1015,원진물류(주)양지저온지점,,,,02  557 0714,"경기도 용인시 처인구 양지면 죽양대로 2136(지하1층, 지상1층 일부호)",2022F64100001413,
박민제,,,1016,주식회사 롤랩,,,,031 889 4623,경기도 용인시 처인구 양지면 중부대로 2465(1층 일부호),2022F64100001446,
김영식,,,1017,천일국제물류 제2창고,,,,07044806151,"경기도 평택시 포승읍 포승산단로40번길 54(주천일국제물류창고 1동 1층 2동 1,2층)",2022F64100001512,
정권희,,,1018,청솔냉동 주식회사,,,,031 9440748,"경기도 파주시 조리읍 매봉재길 89(3,4동)",2022F64100001514,
장인천,,,1019,태현 F&B,,,,031 3526252,경기도 화성시 만세구 우정읍 한말길 10(1층),2022F64100001526,
전제훈,,,1020,한성로직스 주식회사,,,,031 634 2206,"경기도 용인시 처인구 중부대로1576번길 16(지오앤에스 용인물류센터 A-창고동 지상2~3층, B-창고동 지하4층~5층 마평동)",2022F64100001539,
유인철,,,1021,한익스프레스,,,,031 80102041,경기도 이천시 모가면 공원로 134(B동),2022F64100001540,
김주찬,,,1022,주식회사지산개발송악냉동,,,,,충청남도 당진시 송악읍 송악로 854(1층),2022F64400000687,
서병륜,,,1023,한국로지스풀(주)전북지점,,,,063 548 8100,전북특별자치도 김제시 금산면 금평로 313,2022F64500000701,
손창조,,,1024,(주)천안물류,,,,063 838 9748,전북특별자치도 익산시 왕궁면 국가식품로3길 46(1층),2022F64500000809,
정병주,,,1025,(주)정원푸드,,,,062 972 8021,전남광주통합특별시 광산구 상완길 163(1층 수완동),2022F64600000305,
이찬희,,,1026,(주)한사랑에프에스,,,,010 36039793,전남광주통합특별시 장성군 황룡면 황룡로 186,2022F64600000427,
변경구,,,1027,(주)에치와이 광주물류센터,,,,02  34496604,전남광주통합특별시 광산구 임곡로 657(안청동),2022F64600000565,
한세훈,,,1028,농업회사법인진맛깔(주),,,,062  5733458,전남광주통합특별시 북구 양일로18번길 20(1층 연제동),2022F64600000651,
정유진,,,1029,선진에스씨엠(주),,,,062951 0433,전남광주통합특별시 광산구 하남산단천변우로 14(나동 도천동),2022F64600001242,
변경구,,,1030,에치와이(HY) 양산물류센터,,,,0234496604,경상남도 양산시 충렬로 295(2층 유산동),2022F64800000094,
임성호,,,1031,(주)제때 진영물류센터,,,,055 340 2308,"경상남도 김해시 진영읍 본산로 151(1,3층)",2022F64800000710,
김영수,,,1032,수산농산,,,,055 391 1403,경상남도 밀양시 초동면 초동로 460-31,2022F64800001291,
윤종국,,,1033,주식회사 세하에프에스,,,,055 964 2201,경상남도 함양군 수동면 산업단지길 180,2022F64800001424,
이쿠나가코이치로,일반,,1034,마신부산,,,,0519741202,부산광역시 강서구 유통단지1로132번길 28 (대저2동),2022M62600000005,
김수환,냉동ㆍ냉장,,1035,현이냉동(주) ,,,,0512646101,부산광역시 사하구 감천항로 240 (구평동),2022M62600000054,
고태근,"일반, 냉동ㆍ냉장",,1036,(주)아시아해상,,,,0517152031,부산광역시 강서구 녹산산단382로50번길 33 (송정동),2022M62600000072,
홍순일,일반,,1037,대상물류 보세창고,,,,0519740551,부산광역시 강서구 녹산산단178로 37-5 (송정동),2022M62600000146,
양희상,일반,,1038,롯데김해기내면세점,,,,0519739151,부산광역시 강서구 공항진입로 108 (대저2동),2022M62600000206,
길성규,냉동ㆍ냉장,,1039,에이치에스트레이딩,,,,0514052022,부산광역시 영도구 해양로176번길 5 (청학동),2022M62600000210,
"오영애, 최광웅","일반, 냉동ㆍ냉장",,1040,한스트레이딩㈜ 보세창고,,,,0517155100,부산광역시 사하구 감천항로 165-1 (구평동),2022M62600000453,
강무진,일반,,1041,하람보세창고,,,,0328910088,인천광역시 중구 축항대로212번길 18,2022M62800000050,
정을수,일반,,1042,씨맥 보세창고,,,,0328853040,인천광역시 서구 북항배후로 25 (원창동),2022M62800000062,
김동하,일반,,1043,롯데기내면세점,,,,0327437813,인천광역시 중구 공항로 272 (운서동),2022M62800000081,
송호범,일반,,1044,에이치에스우드,,,,0325737274,인천광역시 서구 로봇랜드로249번길 108 (청라동),2022M62800000083,
배기창,일반,,1045,(주)지앤케이로지스틱스,,,,0328223870,인천광역시 연수구 인천신항대로 792-1 (송도동),2022M62800000378,
"박숙진, 황보은",냉동ㆍ냉장,,1046,에이치비 냉동냉장 보세창고,,,,0328802777,인천광역시 서구 북항로 28-23 (원창동),2022M62800000551,
이석률,일반,,1047,인천글로벌물류센터 보세창고,,,,0322061320,인천광역시 연수구 인천신항대로 816 (송도동),2022M62800000600,
설영환,일반,,1048,이에스꼬레아 보세창고,,,,0522616036,울산광역시 남구 장생포고래로125번길 52 (장생포동),2022M63100000366,
김진수,"일반, 냉동ㆍ냉장",,1049,(주)진성비에프,,,,0313330261,경기도 용인시 처인구 이동읍 덕성산단2로6번길 31,2022M64100000073,
장승희,일반,,1050,(주)신한인비스타,,,,,경기도 김포시 고촌읍 아라육로 95,2022M64100000101,
김도형,냉동ㆍ냉장,,1051,돌코리아 보세창고,,,,07044938752,경기도 평택시 포승읍 평택항만길 305,2022M64100000151,
백석호,냉동ㆍ냉장,,1052,디에프원 보세창고,,,,0316757755,경기도 안성시 양성면 양성로 389,2022M64100000154,
김정환,일반,,1053,청정식품 보세창고,,,,0316819555,경기도 평택시 포승읍 직산동길 66,2022M64100000176,
이종완,일반,,1054,유니켐2공장 보세창고,,,,03180850510,경기도 안산시 단원구 산단로19번길 229 (성곡동),2022M64100000277,
한선태,냉동ㆍ냉장,,1055,㈜프라자로지스 보세창고,,,,03180977000,경기도 용인시 처인구 남사읍 경기동로 55,2022M64100000434,
류주환,일반,,1056,케이씨티시 여주보세창고,,,,,경기도 여주시 대신면 대신로 894-10,2022M64100000449,
김병덕,"일반, 냉동ㆍ냉장",,1057,주피터인터내셔널 보세창고,,,,07040708785,경기도 용인시 처인구 이동읍 경기동로 895,2022M64100000530,
이민기,일반,,1058,한국복합물류 군포 보세창고,,,,0314607080,경기도 군포시 번영로 82 (부곡동),2022M64100000555,
"김기복, 마승철 ","일반, 냉동ㆍ냉장",,1059,(주)나라로지스틱스 백사센터,,,,,경기도 이천시 백사면 청백리로393번길 353,2022M64100000562,
박성순,"일반, 냉동ㆍ냉장",,1060,동원로엑스(주)부발 보세창고,,,,,경기도 이천시 부발읍 중부대로1928번길 20,2022M64100000575,
유인철,"일반, 냉동ㆍ냉장",,1061,(주)한익스프레스 남이천2보세창고,,,,0313362278,경기도 이천시 모가면 공원로 134,2022M64100000702,
김준석,일반,,1062,비테스코 테크놀로지스 코리아(유) 보세창고,,,,0316454778,경기도 이천시 신둔면 황무로338번길 335,2022M64100000765,
강기보,일반,,1063,(주)지에프무역 자가용 보세창고,,,,0335350238,"강원도 동해시 동해항3길 4 (송정동, 영동인쇄소)",2022M64200000655,
최명룡,일반,,1064,(주)지코 보세창고,,,,0438773300,충청북도 음성군 초금로 688 (금왕읍),2022M64300000120,
김동춘,일반,,1065,(주)엘지화학 청주2공장,,,,,충청북도 청주시 흥덕구 2순환로971번길 93 (향정동),2022M64300000351,
박진,"일반, 냉동ㆍ냉장",,1066,쿠킹스토리 보세창고,,,,0415832125,충청남도 천안시 서북구 직산읍 연암율금로 30,2022M64400000239,
손창조,일반,,1067,(주)천안물류 보세창고,,,,0415527450,충청남도 천안시 서북구 성거읍 석문길 47-1,2022M64400000315,
"서병륜, 서용기",냉동ㆍ냉장,,1068,한국로지스풀(주) 전북지점 영업용보세창고,,,,0635488100,전라북도 김제시 금산면 금평로 313,2022M64500000763,
이희근,"일반, 야적전용",,1069,(주)포스코광양제철소 보세창고,,,,0617902774,전라남도 광양시 폭포사랑길 20-26 (금호동),2022M64600000635,
이희근,일반,,1070,(주)포스코 보세창고,,,,0542201335,경상북도 포항시 남구 동해안로 6262 (동촌동),2022M64700000203,
이종수,일반,,1071,케이이씨 디바이스 1공단 보세창고,,,,,경상북도 구미시 수출대로 41 (공단동),2022M64700000706,
김태영,일반,,1072,백두마린(주)보세창고,,,,0552222035,경상남도 창원시 마산합포구 가포신항중앙로 17 (가포동),2022M64800000270,
임창식,일반,,1073,(주)코멕스 제2보세창고,,,,0553863320,경상남도 양산시 상북면 수서로 223-40,2022M64800000352,
서동주,"일반, 컨테이너전용",,1074,(주)센텀물류컨테이너보세창고,,,,0553669038,경상남도 양산시 물금읍 제방로 125,2022M64800000610,
서동주,"일반, 컨테이너전용",,1075,(주)센텀물류컨테이너보세창고,,,,0553669038,경상남도 양산시 물금읍 제방로 125,2022M64800000611,
이상식,수출입 컨테이너,,1076,부산컨테이너터미널㈜,,,,051-608-8500,부산광역시 강서구 신항남로 588-1(성북동),2022P62600000071,
박성욱,"석유화학제품(DRUM, 톤백 등)",,1077,㈜디앤디로지스틱스,,,,052-911-2400,울산광역시 남구 신항로716번길 94(황성동),2022P63100000233,
박성순,석탄류,,1078,동원로엑스(주),,,,033-522-3735,강원특별자치도 동해시 대동로 210,2022P64200000235,
양순국,"석탄류, 석고",,1079,쌍용로지스틱스㈜,,,,033-521-6864,강원특별자치도 동해시 대동로 210,2022P64200000238,
양순국,석탄류,,1080,쌍용로지스틱스㈜,,,,033-521-6864,강원특별자치도 동해시 대동로 210,2022P64200000257,
박성순,"수지, 알루미늄 시트, 산화철, 사료 부원료",,1081,동원로엑스㈜,,,,061-797-6015,전남광주통합특별시 광양시 항만8로 27,2022P64600000157,
최종일,"수지, 코일, 철제품, 산화물, LME",,1082,세방㈜,,,,061-798-7428,전남광주통합특별시 광양시 컨부두로 460,2022P64600000160,
박성협,"수지, 코일, 일반잡화",,1083,㈜세양물류,,,,061-798-8702,전남광주통합특별시 광양시 항만4로 20,2022P64600000165,
함상은,"사료, 잡화",,1084,㈜라온,,,,061-797-6733,전남광주통합특별시 광양시 컨부두로 390,2022P64600000169,
염기운,"비철금속류, 내화재원료 등",,1085,태웅글로벌㈜,,,,061-795-5125,전남광주통합특별시 광양시 항만2로 115,2022P64600000175,
김기섭,"농수산물, 비철금속, 수지류",,1086,광양냉장㈜,,,,061-795-2006,전남광주통합특별시 광양시 항만2로 55,2022P64600000188,
"안정대, 박성엽","석재,철재, 목재부산물",,1087,(주)디에스아이,,,,061-793-1610,전남광주통합특별시 광양시 항만3로 20,2022P64600000196,
이종훈,"LME, 우드펠렛",,1088,㈜트레바이오,,,,061-794-7651,전남광주통합특별시 광양시 항만7로 19,2022P64600000197,
"신영수, 민영학",사료·부원료,,1089,씨제이대한통운㈜ 목포지사,,,,061-469-2462,전남광주통합특별시 영암군 삼호읍 대불역로 39,2022P64600000262,
홍용준,"일상생활용품, 전자제품, 신선식품, 가공식품(냉장냉동,상온) 등",0,1090,쿠팡로지스틱스서비스 유한회사,0,1,5101.25,070-7815-3241,대구광역시 달서구 월암동 1-65,2022S34701840001,0
오병근,"삼성바이오, 휴맥스, 샤프전자, 인텍컴퍼니 전자제품 외",0,1091,(주)동양로직스,0,1,1494,032-744-0916,인천광역시 영종구 운서동 3243-30,2022S34901720001,0
김고현,수출화물 및 건강보조식품 등,0,1092,한국도심공항(주)인천공항물류센터,0,2,2095.09,02-6215-7511,인천광역시 영종구 운서동 2091-104 칼트로지스인천공항(주) 물류센터 사무실 2층(칼트로지스카고서비스센터),2022S34901720003,0
채동수,가전제품류,0,1093,(주)에이치에스엘엔씨,0,1,1792.1,051-715-2600,인천광역시 영종구 운북동 1328-1,2022S34902210001,0
민영학,택배물품,0,1094,씨제이대한통운(주),0,1,9435.12,02-6937-6818,인천광역시 제물포구 신흥동3가 49 CBRE IM ILC 물류센터,2022S34902210003,0
윤건병,생활 가전 및 생활 용품,0,1095,(주)하나로티앤에스,0,1,13903.06,032-822-9663,인천광역시 남동구 고잔동 732-14,2022S35302210001,13903.64
박동호,생활용품,0,1096,인터지스 주식회사,0,1,6490.51,02-2021-8473,인천광역시 남동구 고잔동 738-17 A동,2022S35302210003,0
신영수,택배수화물,0,1097,씨제이대한통운(주) 강서B서브,0,0,0,010-8700-3132,인천광역시 계양구 서운동 55-100 강서BSub,2022S35501460001,2688
이진희,"전기전자제품 ,가공식품 도매업",0,1098,자이글(주) 인천지점,0,1,5711.19,000-1644-9213,인천광역시 계양구 작전동 409-5,2022S35501460002,0
신영수,택배 수화물,0,1099,씨제이대한통운(주) 영등포Bsub,0,0,0,010-8387-8550,인천광역시 계양구 서운동 147-14 씨제이대한통운(주) 마포Bsub,2022S35501460003,1188.5
변영수,냉동 · 냉장 식품,28005,1100,지케이에코파워 주식회사,1,0,0,031-978-5112,인천광역시 검단구 금곡동 742-7 에이치와이 냉동,2022S35601900001,0
신영수,CVS물류(가공품),0,1101,씨제이대한통운(주),0,1,4727.2,000-0000-0000,인천광역시 검단구 오류동 1549-3 은산해운항공(주),2022S35601900004,0
조홍래,"화장품, 의류, 식품, 세제류, 집기류 등",0,1102,봄날창고,0,1,4211.67,032-721-6345,인천광역시 검단구 오류동 1544-2 스카이박스2,2022S35601900005,0
정미현,"침구, 커튼, 쿠션, 인테리어소품",0,1103,(주)데코뷰,0,1,7390,070-4896-3156,인천광역시 검단구 오류동 1575-2 에이피로지스틱스 3층,2022S35601900007,0
홍용준,"일상생활용품, 전자제품, 신선식품, 가공식품",0,1104,쿠팡로지스틱스서비스 유한회사,0,1,8291.5,02-6150-8309,인천광역시 서해구 원창동 489-2,2022S35601900008,0
